Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"PPG, bilateral concessional (INT, current US$)",,,,,,,,,,,11961000,8652000,5416000,18633000,16793000,19545000,22227000,28609000,31839000,36672000,39106000,36367000,32114000,33998000,29078000,30171000,24638000,29152000,9087000,19034000,16783000,21432000,9433000,0,0,0,0,0,0,0,0,0,13746000,39083000,33881000,55813000,74524000,192884000,140145000,123185000,120651000,121159000,115765000,180366000,99936000,91481000,98975000,
"PPG, bilateral (INT, current US$)",,,,,,,,,,,26633000,19329000,25672000,43950000,41917000,64758000,65900000,80667000,94103000,92690000,103657000,145973000,199711000,138270000,146773000,180834000,153259000,226946000,83657000,179490000,479418000,226415000,106357000,0,0,0,0,0,0,0,0,11720000,15292000,42107000,36390000,59944000,76445000,194512000,142320000,127971000,127655000,128285000,122883000,191857000,113538000,103816000,109105000,122969000
"Average interest on new external debt commitments, private (%)",,,,,,,,,,,7.0365,7.3345,7.2691,8.9429,10.5802,7.5169,9.3025,8.4997,7,7.6997,16.9831,18.653,14.4301,10.6057,5.8609,0,0,0,9.56,0,0,0,0,0,0,0,0,0,0,0,7.8119,0,0,2.239,0,0,4.0593,0,4.9629,0,3.8801,4.8349,6.3134,4.9767,1.8814,0,0,
"Binding coverage, manufactured products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Import volume index (2000 = 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.6582163,276.1438446,267.5283595,278.1205207,269.0668119,298.0038804,302.2634728,302.6559126,334.94947,
Merchandise trade (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4245946585211,,64.0366414368522,69.4688731347229,71.6675226680028,57.2370355511953,67.2295603125766,68.0947140200481,74.011238298281,77.2345553976658,80.1937420158008,85.0102727945552,88.7311460493203,94.2965127636924
"International tourism, expenditures (% of total imports)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65410118673685,5.38065691627417,6.04815901478763,5.84767903760649,5.50789524290387,5.43854407625923,5.45795116193194,5.66237536249357,5.98209846873256,6.2320216479365,
"International tourism, expenditures (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000000,144000000,208000000,260000000,322000000,1203000000,1448000000,1105000000,1103000000,1263000000,1188000000,1290000000,1360000000,1254000000,1351000000,
"International tourism, expenditures for travel items (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042000000,1251000000,960000000,954000000,1105000000,1031000000,1117000000,1179000000,1102000000,1202000000,
"International tourism, receipts for travel items (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866000000,942000000,866000000,799000000,990000000,921000000,1053000000,1142000000,1048000000,1150000000,
"International tourism, expenditures for passenger transport items (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161000000,197000000,145000000,149000000,158000000,157000000,173000000,181000000,152000000,149000000,
"International tourism, receipts for passenger transport items (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152000000,172000000,120000000,151000000,159000000,159000000,168000000,210000000,274000000,310000000,
"International tourism, receipts (% of total exports)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13323429580671,7.89005718624914,8.77076766105222,7.54304583039791,7.40633408683119,7.33045304347037,6.59091431463472,7.04902968308689,7.62532757140796,7.59168733443473,
"International tourism, receipts (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77000000,159000000,220000000,308000000,416000000,1018000000,1114000000,986000000,950000000,1149000000,1080000000,1221000000,1352000000,1322000000,1460000000,
"International tourism, number of departures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International tourism, number of arrivals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312000,339000,392000,453000,469000,696000,646000,645000,683000,764000,810000,922000,1029000,1132000,1281000,
Unmet need for contraception (% of married women ages 15-49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,14.9,,,
Urban population (% of total),29.064,30.052,31.062,32.091,33.14,34.202,35.282,36.377,37.488,38.609,39.744,40.749,41.341,41.933,42.53,43.128,43.729,44.33,44.934,45.539,46.146,46.703,47.112,47.521,47.932,48.341,48.751,49.161,49.573,49.982,50.393,50.756,50.981,51.204,51.428,51.651,51.875,52.098,52.322,52.545,52.769,52.992,53.215,53.437,53.661,53.883,54.105,54.328,54.55,54.772,54.993,55.215,55.356,55.469,55.583,55.696,55.81,55.942
Urban population,1920549,1999961,2079912,2160366,2241921,2323684,2413642,2502738,2592295,2681395,2770952,2857727,2915781,2973469,3031538,3089259,3154610,3217471,3278834,3338919,3397269,3458357,3505133,3548868,3589627,3627509,3673875,3715588,3753668,3789135,3822813,3855241,3898223,3942353,3977770,3938573,3951731,3957625,3959596,3962104,3966301,3976219,3989274,3997403,4004805,4009310,4010029,4010264,4009546,4009752,4009779,3994308,3985121,3973872,3963388,3951845,3939250,3928397
Urban population growth (annual %),3.68591174835333,4.05165977024636,3.91979047561054,3.79520666605063,3.70554358466471,3.58207696502211,3.79829528201252,3.62485224767365,3.51582511622001,3.37935977436793,3.28537619784403,3.08356101371454,2.0111154843766,1.95915762401917,1.93407968141586,1.88611748266557,2.09336187138217,1.97307721982937,1.88922241518938,1.8159230516755,1.73247716545183,1.78217472370511,1.34348447596256,1.24002138386499,1.1419617983783,1.04978894398925,1.27007765300976,1.12899795487945,1.01965523553829,0.940426560047506,0.884877819741287,0.844698222110208,1.10872870000986,1.12569448998221,0.894360758739383,-0.990288579654524,0.333523580263627,0.149038710383134,0.049790198877072,0.06331974409019,0.105872502528175,0.249744543421309,0.327789169840433,0.203564080708459,0.184998993055132,0.112426649093949,0.017931652519655,0.005860135036652,-0.017905661154522,0.005137606809108,0.000673356085296,-0.38657798864192,-0.23026720481756,-0.282674139565035,-0.264171920714193,-0.291665657420665,-0.319220860868051,-0.275889522851477
Rural population (% of total population),70.936,69.948,68.938,67.909,66.86,65.798,64.718,63.623,62.512,61.391,60.256,59.251,58.659,58.067,57.47,56.872,56.271,55.67,55.066,54.461,53.854,53.297,52.888,52.479,52.068,51.659,51.249,50.839,50.427,50.018,49.607,49.244,49.019,48.796,48.572,48.349,48.125,47.902,47.678,47.455,47.231,47.008,46.785,46.563,46.339,46.117,45.895,45.672,45.45,45.228,45.007,44.785,44.644,44.531,44.417,44.304,44.19,44.058
Rural population growth (annual %),-1.07160369198152,-0.693864912654767,-0.840269563314801,-0.96769029141096,-1.06777336081415,-1.17338569874994,-0.965608175413859,-1.13796031171875,-1.25420510591154,-1.37663171586236,-1.47810285770897,-1.09558878528391,-0.435430713114875,-0.477011110733807,-0.513003753632446,-0.556193244476045,-0.35290258804319,-0.465709202496891,-0.555004436919727,-0.626246625098889,-0.712510422141068,-0.457266500540147,-0.298826208760027,-0.400688134853137,-0.505442973194345,-0.588540798782148,-0.371281286031351,-0.511725572024263,-0.628661636690002,-0.695569555158334,-0.759177772386594,-0.60749839465125,0.208477071730072,0.233253116518939,-0.002262496734444,-1.8831364416903,-0.563619910850586,-0.744349145853483,-0.847994428884451,-0.830790955694711,-0.792670944492237,-0.645195525560496,-0.567663983847962,-0.68837179849725,-0.715579135981798,-0.780663985691495,-0.875726491583633,-0.892539428352341,-0.912969424912955,-0.890631199621845,-0.891839196187777,-1.28396562101606,-0.800624443496261,-0.740015893820347,-0.72582902105782,-0.749521076267126,-0.7813395523245,-0.811246399997041
Rural population,4687451,4655039,4616088,4571634,4523079,4470316,4427358,4377262,4322705,4263605,4201048,4155273,4137219,4117531,4096462,4073741,4059390,4040529,4018166,3993081,3964731,3946643,3934867,3919132,3899373,3876491,3862125,3842412,3818332,3791865,3763187,3740395,3748201,3756954,3756869,3686784,3666063,3638876,3608149,3578297,3550045,3527214,3507248,3483188,3458352,3431459,3401540,3371315,3340676,3311055,3281657,3239791,3213956,3190260,3167188,3143538,3119072,3093871
Completeness of death registration with cause-of-death information (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9,,,,,84.5,,,,,,,,,90,,,,,,
Completeness of birth registration (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.9,,,,98.9,,,,99.4,,,
"Completeness of birth registration, urban (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,98.6,,,,99.5,,,
"Completeness of birth registration, rural (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,,,,99.3,,,,99.2,,,
"Completeness of birth registration, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2,,,
"Completeness of birth registration, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,,,
"Population, male (% of total)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3613356874094,49.3476478354238,49.3344676106815,49.3198949808413,49.3012027228499,49.2764319577327,49.2449649703318,49.2074377043961,49.1651519953439,49.1201144466086,49.0746616824825,49.0290305539099,48.9836299608156,48.9422349169917,48.9090960346957,48.8870459960796,48.8781834131284,48.8811921777429,48.8913637343704,48.901789658135,48.907336118137,48.9061450833096,48.8995899175381,48.88954557409,48.879502228097,48.8719135509563,48.867045552076,48.8640612765655
"Population, male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3744551,3748268,3772323,3797290,3813270,3757504,3751380,3738043,3720693,3703854,3688621,3678860,3672069,3661168,3650163,3637572,3622640,3608204,3593624,3580006,3566047,3537919,3520319,3502512,3485390,3467649,3449193,3431365
"Population, female (% of total)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6386643125906,50.6523521645762,50.6655323893185,50.6801050191587,50.6987972771501,50.7235680422673,50.7550350296682,50.7925622956039,50.8348480046561,50.8798855533914,50.9253383175174,50.9709694460901,51.0163700391844,51.0577650830083,51.0909039653043,51.1129540039204,51.1218165868716,51.1188078222571,51.1086362656296,51.098210341865,51.092663881863,51.0938549166904,51.100410082462,51.11045442591,51.120497771903,51.1280864490437,51.132954447924,51.1359387234345
"Population, female",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3841449,3847368,3874101,3902017,3921369,3867853,3866414,3858458,3847052,3836547,3827725,3824573,3824453,3819423,3812994,3803197,3788929,3773375,3756598,3740801,3725389,3696180,3678758,3661620,3645186,3627734,3609129,3590903
"Population, total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7586000,7595636,7646424,7699307,7734639,7625357,7617794,7596501,7567745,7540401,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7022268
Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.17832,300.02984,392.06605,334.8388,299.97302,312.4554,324.7486,350.75375,420.25773,,
Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.5864,1360.36615,1429.36933,1514.84186,1624.00859,1643.3742,1726.97302,1830.99247,2071.21672,,
Population growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065932619254029,0.126942857726194,0.666421572481417,0.689223724061183,0.45784871504276,-1.4229670890223,-0.099231459697542,-0.279907993137813,-0.379260986251296,-0.361977304916285,-0.319524801286905,-0.171946646904854,-0.09214694962771,-0.21273800909834,-0.233328451597809,-0.300431132565912,-0.393204593401,-0.405458541825536,-0.425705551624613,-0.400994905201716,-0.402005900874718,-0.789468997859736,-0.485299545092705,-0.486591387059998,-0.469489291237153,-0.494772574469842,-0.523694463062603,-0.512110341897349
"Age dependency ratio, young (% of working-age population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6726697429762,35.3696758408551,34.9122030396931,34.3536796151888,33.7680753805289,33.1843569909948,32.49025224308,31.9883537681715,31.6395339490246,31.357992289737,31.0735848873944,30.5683702424591,29.9805351874634,29.3136094555148,28.6062666436371,27.9068344656288,27.3183760017525,26.7112987018205,26.1506289585859,25.6987467771186,25.3732184079636,25.1181005043054,24.9973059369788,24.9559275191562,24.9223448411716,24.8668162653212,24.8833671270152,24.8627330987472
"Age dependency ratio, old (% of working-age population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3844374183053,14.9502046415769,15.5265161575919,16.1023114660716,16.6646601549364,17.2059096162418,17.9329305353101,18.6358347669048,19.3095244126641,19.9418228894846,20.520887452523,20.9748048512022,21.3556973437657,21.6443022431017,21.8081149502059,21.8381022032368,21.7728527509559,21.5804762804003,21.3600677525267,21.247723032424,21.3235356250003,21.6964787104523,22.2115323073878,22.8456267617388,23.5595246548492,24.3263644919631,25.2593236101692,26.2404480160987
Age dependency ratio (% of working-age population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0571071612815,50.3198804824321,50.4387191972849,50.4559910812604,50.4327355354654,50.3902666072365,50.4231827783901,50.6241885350763,50.9490583616888,51.2998151792216,51.5944723399175,51.5431750936613,51.3362325312291,50.9579116986166,50.414381593843,49.7449366688657,49.0912287527084,48.2917749822209,47.5106967111125,46.9464698095426,46.6967540329639,46.8145792147577,47.2088382443665,47.8015542808949,48.4818694960208,49.1931807572843,50.1426907371844,51.1031811148459
Sex ratio at birth (male births per female births),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.052,,1.052,,,,,1.052,,,,,1.052,,,,,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052
"Population ages 80 and above, male (% of male population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37035520253926,1.4065509052242,1.41917218612231,1.39935539197372,1.33613134617655,1.22944971546352,1.22818537917916,1.1947676000663,1.14724616810958,1.10622544029481,1.07821863899435,1.18520698058983,1.29061901778757,1.38777851769985,1.47362088757347,1.54566151054,1.72704114290353,1.8888780898114,2.0192191414593,2.11034771513599,2.1602981389413,2.33500428442196,2.47364909818111,2.56671778578399,2.60773974780804,2.59557453836135,2.71946466368747,2.80935785241524
"Population ages 80 and above, female (% of female population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19645764897843,2.26131531402623,2.30402192694504,2.31138026340783,2.26568751748802,2.16463651794423,2.16584262331263,2.11756855227473,2.05448159762632,2.01896041480985,2.02926650768545,2.20647066608449,2.39679876329954,2.58322548752726,2.75309635076155,2.9032394355133,3.16347848078484,3.39681696033653,3.59450056551113,3.74960815419251,3.86177597390282,4.10171372613024,4.2976561556093,4.44644919706806,4.54458686864928,4.59190460427897,4.75537742174667,4.87715513261987
"Population ages 75-79, male (% of male population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38135976357861,1.28170985809565,1.16921919725873,1.08199843805402,1.06472163227563,1.13256133338453,1.26391335944182,1.43850700371695,1.63210575332821,1.82108952112161,1.99801847632298,2.16132733821679,2.31319126272294,2.44975216515061,2.56375318396013,2.6535805645901,2.71927128659168,2.76550689053304,2.79743433092869,2.81506777620767,2.81837581484155,2.81037164319689,2.79543535667041,2.77175986733488,2.72724781667508,2.65794470646491,2.55162683669779,2.41181907282856
"Population ages 75-79, female (% of female population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05818960151248,1.92775007832872,1.76789249579521,1.63723943692613,1.61136801876696,1.72219906294691,1.92998470262071,2.2281287851636,2.56369888350855,2.87469449792611,3.13625015988499,3.314572493573,3.46118104391033,3.58894421008553,3.70570582632953,3.81267795727815,3.85731859731621,3.88773597572322,3.91028370166815,3.92711538444931,3.93848521466774,3.9116696588869,3.88603758794141,3.85574905585802,3.80436948428513,3.72485960623898,3.56896102145292,3.37660153485731
"Population ages 70-74, male (% of male population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63995630529419,1.79143526265788,2.01993272184033,2.28651421306674,2.54702673085395,2.78128582113776,2.99855419124854,3.20392475693569,3.39538236567957,3.56635078644187,3.71115802296944,3.7827561820306,3.83044950221444,3.86245912613836,3.88225608336797,3.88909310950753,3.84616585536443,3.80274833038548,3.75290689964121,3.6819869230089,3.58523489446573,3.43745005391619,3.25400474802542,3.09771303097232,3.05431768376323,3.16393367586839,3.36717390008104,3.68202950577707
"Population ages 70-74, female (% of female population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26733454725929,2.48879755334782,2.83966307992442,3.24990386538697,3.62970816530333,3.93448606687025,4.16537722473713,4.35082890995137,4.50791473622049,4.65335670660147,4.79145822976166,4.83254361348154,4.85783435742001,4.87353566027634,4.88340258743617,4.88701922209302,4.82073664590207,4.7632956608755,4.70348294650652,4.62140570527496,4.50926352409492,4.32392144061803,4.09761477527134,3.89595377751106,3.81606060359201,3.9099888940105,4.10980743100616,4.45354216920003
Population ages 65 and above (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.58597657368807,9.94559895765266,10.3208209265306,10.7023349572673,11.0778201756116,11.4408355116532,11.9216506996191,12.3724049519425,12.7920862587225,13.1803383833122,13.5367002139105,13.8408174374069,14.111425518072,14.3379746613652,14.4986959329547,14.5835273108391,14.603715199641,14.5527187430968,14.4803502414185,14.4594956554815,14.5357949242257,14.7781469478902,15.0884494155622,15.4569592773268,15.8669408755174,16.3052801402735,16.8235491661473,17.3659080738072
"Population ages 65 and above, total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727192,755431,789174,824006,856829,872405,908167,939870,968072,993850,1017465,1038536,1057866,1072565,1082060,1085127,1082364,1074220,1064338,1058552,1059868,1069066,1086229,1107357,1131404,1156922,1187460,1219481
"Population ages 65 and above, male (% of total)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95606349184726,8.28456246336118,8.632122187167,8.98568105791723,9.32864968525441,9.65292852782836,10.1055376515014,10.5229616477066,10.9018631933099,11.2400937652087,11.5366086821493,11.8213459891769,12.0674526170576,12.2641351960628,12.3892763648682,12.4339057726066,12.4522217845913,12.396845793503,12.3174997493761,12.2856671052133,12.3453306873155,12.592267397038,12.8979804681632,13.2500706250963,13.6313344169653,14.0296584250816,14.5375074853026,15.0575146143692
"Population ages 65 and above, male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297919,310528,325632,341212,355727,362709,379097,393353,405625,416317,425542,434891,443125,449011,452229,452292,451099,447303,442645,439828,440240,445504,454050,464085,475105,486499,501427,516678
"Population ages 65 and above, female (% of total)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1747928884079,11.5640950997057,11.9650938073918,12.3724088725449,12.7782607921716,13.1776631116625,13.6829180330753,14.1632005074421,14.6196776413044,15.0533120610331,15.4640348803853,15.7844903675714,16.0758275443339,16.3279708335254,16.5194448819439,16.6394659588467,16.6617799180434,16.6153548332663,16.5501455707362,16.5399518644952,16.6325315241599,16.8701158805288,17.1842449716007,17.5678841261757,18.0045879386839,18.480490272205,19.0085162466785,19.5720445699034
"Population ages 65 and above, female",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429274,444913,463540,482773,501083,509693,529038,546481,562427,577527,591921,603689,614812,623634,629885,632832,631303,626960,621722,618727,619626,623550,632167,643269,656301,670423,686042,702813
"Population ages 65-69, male (% of male population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56439222043519,3.80486643738344,4.02379808194563,4.21781301482276,4.38076997594828,4.50963165784255,4.61488472163185,4.68576228698767,4.72712890619257,4.74642801735039,4.74921354386253,4.69205548833968,4.63319283433269,4.56414538707393,4.46964620996668,4.34557058796892,4.1597434997317,3.93971248277311,3.74793937734693,3.67826469086072,3.78142183906692,4.00944141550299,4.37489126528622,4.81387994100512,5.24202916871891,5.61220550438695,5.89924208483629,6.15430818334835
"Population ages 65-69, female (% of female population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6528110906577,4.88623215400291,5.05351630472708,5.17388530682402,5.2714970906133,5.35634146390112,5.42171348240481,5.4666742600524,5.49358242394904,5.50630044169568,5.50705998305323,5.4309035944324,5.36001337970401,5.28226547563632,5.17724011741662,5.03652934396224,4.82024619404024,4.56750623633109,4.3418783570504,4.2418226205784,4.32300681149446,4.53281105489364,4.90293645277868,5.36973209573856,5.8395709821575,6.25373716767658,6.57437037247271,6.86474573322617
"Population ages 60-64, male (% of male population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35907222823417,5.41602498171488,5.43895865109379,5.43412721559429,5.40707137894481,5.36097235775896,5.30546083840424,5.24058412706853,5.1618936157074,5.05783817213099,4.92545875623629,4.71632253680791,4.46898144409107,4.24991522132943,4.15901272170676,4.25247262333815,4.48378116651776,4.88088194523136,5.37252146486613,5.85773312903919,6.27875212060334,6.60016964901388,6.87433988610767,7.08665515875054,7.21460310311106,7.24432507756972,7.12637928518347,6.9092267828832
"Population ages 60-64, female (% of female population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93546301537215,5.94753496832724,5.93888669728849,5.90954422826718,5.86051464333637,5.79379247206094,5.73675713151348,5.67831640954134,5.60628587877309,5.50131474633274,5.35694401727958,5.13124424904364,4.86129245761103,4.61249512351687,4.48701049540555,4.54504825745974,4.7569352558762,5.14459572578174,5.63797396498561,6.13313171805064,6.56703930291913,6.91894891464012,7.225391534684,7.46583914689661,7.6146395711583,7.6565478271284,7.55548598127526,7.34275076132206
"Population ages 55-59, male (% of male population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01513137785618,5.88882140850919,5.76262510185746,5.62706252523983,5.46552442584587,5.27377486704282,5.06739792954912,4.81884890358812,4.5957270016211,4.50196265118365,4.59760314243109,4.82452757256714,5.22933496897162,5.74103147089676,6.24701037903646,6.67273113112473,7.00188101980981,7.28738420415452,7.51662546545234,7.66960294385701,7.73249194555676,7.61522184984721,7.38487362571879,7.09413041245056,6.82170017843315,6.61489033438085,6.4296226108225,6.30893763837381
"Population ages 55-59, female (% of female population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.20760042692127,6.08647079962731,5.96814269766772,5.83886086375515,5.67658916235704,5.47450030816241,5.26660061525372,5.00944108723331,4.76923723853784,4.6493558399522,4.71154678017501,4.91211652909528,5.28971963400306,5.77817723008179,6.26895679114788,6.68810451865787,7.03742979341528,7.34622564115522,7.59685722026551,7.76536920726679,7.83723942105006,7.74473641259997,7.52901484863732,7.24128053244826,6.9623147447472,6.74323155568264,6.55851660144817,6.43577142519
"Population ages 50-54, male (% of male population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.70002205169291,5.42923500461929,5.12586448256409,4.85490730680647,4.71528100860095,4.76192333806859,5.00492547501833,5.42722112568802,5.95769850068243,6.48437848670774,6.93436637741346,7.26873936149929,7.53746215585566,7.72478647195978,7.813759477899,7.79456826429344,7.69527568292349,7.49648071998893,7.24507507252358,7.01417426002025,6.84571065233518,6.65893977778298,6.53428847884645,6.45857333636624,6.40634631596229,6.36261248244828,6.31192268044945,6.28183907082644
"Population ages 50-54, female (% of female population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76750385507251,5.49892313423446,5.18799625083745,4.90084084801506,4.73758117991916,4.75459700533949,4.96878950790098,5.35718058929369,5.85485103256313,6.35565365543798,6.78854076849937,7.12834102559026,7.40951409291098,7.61301914149896,7.71782802502661,7.71204291080624,7.63202804190506,7.44661510000508,7.20385923718354,6.97800741117514,6.81175456944527,6.63036831510799,6.50610775099174,6.42852223411036,6.37405989419867,6.32785075459299,6.28430179548946,6.26056001357911
"Population ages 45-49, male (% of male population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06124666138221,5.26752828654186,5.65867825578237,6.15395538083766,6.63108887619184,7.01466548049061,7.37679770566202,7.66964856575127,7.8803335289519,7.9987333620948,8.0199088791204,7.87535057218234,7.60960340864691,7.27455901913275,6.95347741226801,6.70254290186844,6.58608955295782,6.53560418524469,6.52201961024955,6.50659714890553,6.47142925721594,6.42692849573706,6.39656925710617,6.38531126406081,6.40146467615501,6.44840036007329,6.50843724978904,6.59717420607483
"Population ages 45-49, female (% of female population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97569934916085,5.15209752398997,5.50468533421929,5.96062801635568,6.40757094561418,6.77474623972044,7.13191330792033,7.43083897990778,7.6536778034121,7.78281408239405,7.80884502394446,7.68230857326262,7.43009502859325,7.10487538835543,6.79164468892734,6.54744780786782,6.43888660603687,6.39357507463361,6.38365307289718,6.37223322317033,6.34347922683848,6.30564169522877,6.28194604694331,6.27588466838014,6.29356510665449,6.33680006964998,6.39503428849163,6.4770382063655
"Adjusted net enrollment rate, primary, male (% of primary school age children)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8367385864258,98.3973083496094,98.0769500732422,96.4814605712891,94.6896286010742,96.9998626708984,95.9765777587891,96.0117416381836,98.3245468139648,99.1146392822266,99.1191635131836,
"Adjusted net enrollment rate, primary, female (% of primary school age children)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8896026611328,98.2893676757813,97.9155120849609,95.676628112793,94.3753433227539,97.2570495605469,96.3629531860352,96.6902389526367,98.8667526245117,99.3029632568359,99.2208099365234,
"Adjusted net enrollment rate, primary (% of primary school age children)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7035903930664,99.8624801635742,98.3446807861328,97.9980697631836,96.0879974365234,94.5363693237305,97.1249008178711,96.1641464233398,96.3415222167969,98.5882720947266,99.2062301635742,99.1685562133789,
"Primary education, teachers (% female)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.8530578613281,83.507926940918,83.7927703857422,90.3488464355469,83.5049285888672,83.3774490356445,83.6120834350586,85.3084030151367,86.3849792480469,85.9410781860352,
"Primary education, teachers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17477,17469,17449,17314,18648,18511,19014,18126,18318,18771,
Trained teachers in primary education (% of total teachers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,94.2174301147461,,70.4204177856445,55.7344284057617,,,,,
"Trained teachers in primary education, male (% of male teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,45.7412185668945,35.09912109375,,,,,
"Trained teachers in primary education, female (% of female teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,75.2954025268555,59.848388671875,,,,,
"Repeaters, primary, total (% of total enrollment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61615002155304,0.621840000152588,0.650150001049042,0.521260023117065,0.390040010213852,0.390109986066818,0.4271399974823,0.448460012674332,0.647899985313416,0.787299990653992,
