Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"GDP, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26972995864.9614,28375434452.1109,30313427178.3787,31760795772.2271,33844952075.2951,35895116495.0274,37791507495.1212,40498975974.0505,42174185311.7036,45501958514.5479,47901860735.7388,51710042491.6877,55701921138.8658,59879849602.9436,56031844984.4916,56881816769.6747,59131529881.2443,59453701344.6101,61380032248.9401,63620535892.4832,64935942923.6418,67574517953.545,72063812126.1772
GDP (constant LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22631022500,23426792800,24624928100,25434012500,26775492300,27888130200,28710653100,29812081400,30659365500,31993598400,33274304500,35156298900,37596724600,38837465500,35809200900,36252431400,36487842700,35513769800,35111734400,36157781800,36974550800,38138641100,40045881400
GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51628080436932,5.11438040293761,3.28563152231092,5.2743537811818,4.15543396003217,2.94936553329774,3.8363052772213,2.84208300866911,4.35179553862588,4.00300736412321,5.65599921104287,6.94164566907808,3.30013029911653,-7.79727657563031,1.23775590870558,0.649366927703497,-2.66958205232561,-1.13205498110763,2.97919603766425,2.25890239760227,3.14835548996039,5.00080822229401
GDP (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29973079669.4402,31027017316.3351,32613857009.5778,33685428176.1259,35462116830.8406,36935721676.5757,38025091121.1794,39483849698.5294,40606013481.9797,42373104165.1024,44069302645.239,46561862055.1658,49794021535.9604,51437289127.8172,47426581431.5147,48013606745.4803,48325391228.4831,47035305257.5313,46502839741.4843,47888250500.4639,48969999339.1887,50511749001.8176,53037744699.125
GDP: linked series (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10521653200,12131917000,13827227300,15337351800,17210361200,18901973500,21146767099.9999,23622485699.9999,25667504399.9999,27672698599.9999,29226601799.9999,31555381199.9999,35152591199.9999,37951189999.9999,36166202599.9999,36252431399.9999,36896300699.9999,36076089799.9999,36239200699.9999,37614878399.9999,38836628999.9999,40418143699.9999,43278066499.9999
GDP (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10521653200,12131917000,13827227300,15337351800,17210361200,18901973500,21146767100,23622485700,25667504400,27672698600,29226601800,31555381200,35152591200,37951190000,36166202600,36252431400,36896300700,36076089800,36239200700,37614878400,38836629000,40418143700,43278066500
GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21273055398.3017,21480023016.9972,20749140606.2425,22125435372.187,22689994990.1121,20342201356.0052,20875387068.1145,23563576758.1047,29697448108.2957,34470227453.9113,36346974008.2079,39587732028.6037,48114688201.4782,55589849128.4605,50244793831.6199,48013606745.4803,51290792018.1074,46352802765.5763,48116256926.0807,49904928335.3069,43072415017.4321,44708598648.8562,48769655479.2388
Mineral rents (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Forest rents (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172272428366354,0.180993659705106,0.176991296367801,0.127449820097401,0.129638893446294,0.148189262264096,0.146870189448056,0.118277964184208,0.128333961735892,0.107714895386999,0.107004908776281,0.134763751939088,0.125568291178705,0.12724687930542,0.122252298534511,0.127233501798489,0.161486410503747,0.168048134460351,0.165374574677794,0.240123817547965,0.235218294852179,0.239146537634173,
Gross value added at basic prices (GVA) (constant LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19579952700,20228157600,21220084700,21853721400,22866747400,23928142400,24780045900,25831714400,26602097000,27757031300,28827321200,30517482700,32689524500,33643472500,31171448400,31582719800,31687205000,30950491900,30698077600,31832091100,32534974400,33568436400,35361442400
Gross value added at basic prices (GVA) (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25932168208.5275,26790666630.7628,28104399140.8417,28943603082.7132,30285279491.9525,31691016987.7172,32819298817.5009,34212154298.7917,35232467854.9181,36762091087.2253,38179609206.0862,40418100431.7354,43294805711.7003,44558237772.912,41284228598.3784,41828926498.7036,41967309252.9021,40991588406.0062,40657284733.9734,42159199947.1159,43090115779.5411,44458858126.9688,46833559123.6111
Gross value added at basic prices (GVA) (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9030287800,10440577100,12043383200,13298538900,14847547200,16513054000,18554862100,20639938500,22473295100,24283669100,25681746700,27734652400,30808717300,33229821400,31638309200,31582719800,32105499600,31299144500,31294210400,32514700000,33578380800,35009463300,37644056500
Gross value added at basic prices (GVA) (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18257759401.5366,18485441041.0765,18072303721.4886,19184274235.4299,19574880949.2419,17771259147.6539,18316744422.5074,20588467331.6708,26001729839.1762,30248715869.4569,31938498569.8296,34794445364.4461,42169062825.0753,48674119525.4138,43954305640.4557,41828926498.7036,44630937827.8953,40215086495.87,41550592695.7497,43138349567.1224,37240666625.0815,38725777591.6008,42420741378.2222
Discrepancy in expenditure estimate of GDP (constant LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-268806900,-265864300,-229511200,-237583600,-288822500,-227627700,-196868300,-161922900,-190166500,-137492000,-78714900,-13171700,-3222200,4123400,-41365200,0,0,31534400,20445000,16529700,13373700,14806900,37247700
Discrepancy in expenditure estimate of GDP (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,0,0,0,-100,0,100,0,0,100,-100,0,-100,0,0,0,0,0,-100
GDP deflator: linked series (base year varies by country),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4921688801289,51.786504040792,56.1513408033056,60.302525211073,64.2765444129666,67.777844425009,73.654775550891,79.2379618955419,83.7183156970419,86.4944863469935,87.8353499469837,89.7574039001015,93.4990789064639,97.7179883172343,100.996955226666,99.9999999999998,101.119435871718,101.583385833626,103.211081193414,104.029828511217,105.036107700326,105.976884687693,108.071204795607
GDP deflator (base year varies by country),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.492168880129,51.7865040407921,56.1513408033057,60.3025252110732,64.2765444129668,67.7778444250092,73.6547755508912,79.2379618955421,83.7183156970421,86.4944863469937,87.8353499469839,89.7574039001017,93.4990789064641,97.7179883172346,100.996955226666,100,101.119435871718,101.583385833627,103.211081193414,104.029828511217,105.036107700327,105.976884687693,108.071204795607
"Inflation, GDP deflator: linked series (annual %)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.387584808774,8.42852176133655,7.39285001636691,6.59013729190212,5.44724369366698,8.67087346276472,7.58020956943004,5.65430217325167,3.31608516826591,1.55023014370069,2.18824647966672,4.16865332973182,4.51224702971783,3.35554074116513,-0.987114140647989,1.11943587171845,0.458813835252059,1.6023243825063,0.793274625491279,0.967298709909215,0.895670077617666,1.97620463564891
"Inflation, GDP deflator (annual %)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.387584808774,8.42852176133655,7.39285001636691,6.59013729190212,5.44724369366698,8.67087346276472,7.58020956943004,5.65430217325167,3.31608516826591,1.55023014370069,2.18824647966672,4.16865332973182,4.51224702971783,3.35554074116513,-0.987114140647989,1.11943587171845,0.458813835252059,1.6023243825063,0.793274625491279,0.967298709909215,0.895670077617666,1.97620463564891
Coal rents (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019649660992477,0.009929943013633,0.004149229885589,0.008152329641019,0.001352608443801,0.016019891977022,0.057392922345799,0.018355685283402,0.01775007821023,0.134690783260934,0.081228333790085,0.075956271452466,0.101124395136275,0.260597168979664,0.07412004154624,0.149076008598286,0.191374171451135,0.074274703211677,0.029738264005778,0.019678998662619,0.013852650204438,0.015842409523722,
Exports as a capacity to import (constant LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11968215453.8916,9046569228.79617,6964188236.63132,7422809946.54041,8554819104.07182,8861062135.78559,9270365931.46988,10385701762.6945,11301195590.6483,11553822114.013,12603440029.4558,13741643363.358,15092493934.5153,15666271049.3231,17505598137.0343,19079625831.4729,21656781046.5905,24828379585.1653,25534781190.7249,22047401006.4742,23306004700,24565037613.3084,24448144375.1236,25407703860.2046,27132943604.5371,28859937836.0509,30983197622.4608,34094128830.1066
"Adjusted net savings, excluding particulate emission damage (% of GNI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4774271021155,10.7601990560364,11.8378739461692,11.9226270720115,11.6892806973015,10.3926405827466,11.2622952749933,11.8290819567731,11.5527945330894,11.8624728627296,12.6783945490604,14.8541792387578,15.6873075800144,14.3614824227395,7.97068781086046,6.55184160218889,6.3850950494092,4.39592554683558,5.46178290010307,8.76777938067076,7.4605110089305,8.02084387701295,
"Adjusted net savings, excluding particulate emission damage (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2252376417.86767,2331145896.39778,2468441948.68699,2647349253.81924,2663293681.6038,2118199292.97046,2358592679.8559,2773664812.43844,3406589192.22849,4046659021.01334,4581077443.65409,5827589847.19612,7399772253.58376,7799326210.41606,3951241996.41524,3103709181.19949,3230216977.6956,2005928202.05316,2592724959.33413,4335729483.0656,3116815402.97785,3485797258.75441,
"Adjusted net savings, including particulate emission damage (% of GNI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2865603906409,10.5940360827109,11.670152454137,11.7450897326395,11.5365196863525,10.2594199716082,11.1296145581452,11.7094630482476,11.440065667615,11.7379795062923,12.5658313758858,14.7493573008148,15.58902612693,14.2791624626739,7.87709306256833,6.46406559936352,6.3067809660788,4.32089837926803,5.38534827152673,8.68975045020721,7.38373128030857,7.94754202899265,
"Adjusted net savings, including particulate emission damage (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211345000.92804,2295147479.3254,2433468543.11507,2607928131.27025,2628488508.74573,2091046636.04216,2330806179.86856,2745616756.07262,3373348669.02198,4004190459.04377,4540405053.18535,5786466116.86396,7353412458.19718,7754620503.63168,3904845059.42921,3062128324.64046,3190597914.92378,1971692155.57319,2556441208.60805,4297143620.02613,3084738747.56928,3453940837.55875,
Adjusted net national income per capita (annual % growth),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00643244858001,5.01730083971469,3.44213496360928,6.02125750370388,0.14502223119699,4.37969468420685,4.54381322276063,3.05016163978111,2.92765964778722,3.00054338503428,4.90840827158524,6.39549443474394,1.79230205058654,-7.82242483107608,-2.14128567287372,-0.675766025399284,-5.28127271628995,-0.586587090272502,4.94698811774607,0.525612003710819,4.14895034030278,
Adjusted net national income per capita (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12711.4365672682,13093.5973209072,13750.5424892379,14223.8547199459,15080.3096395866,15102.1794410974,15763.6087912785,16479.8777319209,16982.5406407827,17479.731630292,18004.2185614465,18887.9391145508,20095.9162094597,20456.095727766,18855.9330160886,18452.1736239284,18327.4801036302,17359.5558973337,17257.7269835113,18111.4646867787,18206.6607192202,18962.0460310881,
Adjusted net national income per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8920.14161555361,8900.04570866502,8584.70838581721,9127.02387610466,9413.67360251129,8256.26360406551,8507.82442496848,9575.05535864143,12052.6519488426,13887.3745460395,14687.2708831605,15951.8831233789,19181.3561707888,22017.6026599987,19487.9904857842,18452.1736239284,19626.6681811707,17391.0467359712,18063.0919966632,18958.9900336914,15947.0302410762,16640.1165260546,
Adjusted net national income (annual % growth),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94203634573218,4.87619540026412,3.21675528853716,6.0970164377048,0.441965936821148,4.54422091965314,4.67343944820576,3.11231630501685,2.99362261812921,3.17910409533498,5.24372098371674,6.99213302500927,1.95340460670037,-6.98547749722268,-1.71361207509291,-0.469222655307959,-5.08213131728552,-0.451565404700432,5.05025627236644,0.601226327912684,4.22521237075651,
Adjusted net national income (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25294131704.9831,26038294253.081,27307972359.757,28186403004.8318,29904932629.2341,30037102244.8846,31402054528.7543,32869610532.6481,33892616780.6513,34907233822.4727,36016971122.4911,37905600594.9404,40556010612.4673,41348233592.0651,38459862038.9923,37800809199.0281,37623439238.3765,35711366650.2031,35550106472.8651,37345477954.8439,37570008800.5932,39157421460.1302,
Adjusted net national income (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17749940036.8249,17698880097.5311,17048853127.064,18086375196.5814,18667738369.092,16421089088.716,16948096724.0027,19097735164.4711,24053875231.8194,27733253616.9354,29381503532.7196,32013323780.0491,38710316878.1046,44504532538.298,39749050066.149,37800809199.0281,40290468389.0391,35776148312.3237,37209120547.8023,39093058269.6709,32907191260.3982,34362539511.1968,
Adjusted savings: net national savings (% of GNI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65382290659447,6.2444504181734,7.44944952972028,7.47317026608997,7.292125446384,6.13750267559466,7.13336246492029,7.6691908011619,7.25987464268107,7.45657653107368,8.31798404581039,10.5535037469195,11.5932226642913,10.3802020152143,3.48175105670314,2.10975367909572,1.94916128529827,-0.084598734846998,1.4048430284505,4.64191134207914,3.50275691812391,4.08694283667921,
Adjusted savings: net national savings (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430400198.19895,1352830453.39372,1553364548.17875,1659373526.32967,1661442832.08976,1250928839.93619,1493895878.38966,1798259978.4829,2140729710.3619,2543670534.34105,3005532675.40966,4140349345.41678,5468574321.20052,5637202293.16214,1725979152.96139,999423102.916767,986079898.155943,-38603699.3301144,666883259.629641,2295458289.92899,1463364466.88803,1776154025.09092,
Adjusted savings: gross savings (% of GNI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.07994208,24.5455002,25.68592103,26.01676438,25.35825595,25.5651269,26.19121634,26.21643335,25.68043215,26.12373527,26.98194154,28.93354667,29.50197027,28.36285976,23.27806898,22.27457413,22.25856931,21.49345436,23.01242931,25.57437677,24.72725826,24.99543255,
Adjusted savings: natural resources depletion (% of GNI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00610870712547,0.003731906901135,0.002572219804059,0.002435942661696,0.000571908391635,0.004660809027918,0.014874844111045,0.005037661274899,0.005333437947079,0.034919515182878,0.021046456357759,0.019902520174276,0.026477081163991,0.067819364155556,0.019459206742532,0.038748939704968,0.049356723216308,0.019696930653704,0.008419450626544,0.012946054310739,0.007772336918738,0.023066492703117,
"Net official flows from UN agencies, WFP (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNTA (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,210000,550000,320000,550000,370000,360000,360000,210000,210000,310000,,,,,,,,,,,,,
"Net official flows from UN agencies, UNRWA (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNPBF (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNFPA (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNECE (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNDP (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000,120000,150000,10000,230000,140000,40000,60000,80000,270000,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNHCR (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4580000,,2340000,2020000,1600000,1650000,760000,610000,620000,520000,590000,,,,,,,,,,,,,
"Binding coverage, manufactured products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Import volume index (2000 = 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,101.8965517,106.0344828,113.2758621,126.8965517,140.862069,160.862069,184.137931,192.5862069,156.8965517,172.4137931,180.5172414,173.2758621,179.6551724,186.3793103,198.9655172,207.2413793,
Merchandise trade (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7134566077506,82.5650884357352,85.4445026733596,86.5881266412628,82.2485860624151,92.9936833675849,93.0602411280446,90.4366882700452,89.6043633983711,98.9836599587869,108.906944681803,119.660259307151,128.15376642937,128.012905390073,104.855147304322,123.4933726996,136.892648130394,138.49722305827,140.061137410444,140.094459369331,143.425552119606,141.961960692373,152.471893494624
"International tourism, expenditures (% of total imports)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0417539032123,6.36917240690826,5.55951389376712,5.56471176459695,5.33463551264097,4.79747427089856,4.92736535534223,5.21660606158336,5.14196288844176,4.7150822245929,4.58014580954864,4.06324991630865,3.74989641308791,4.23561946105064,5.21586091330114,4.55322847739117,3.7043180879001,3.3729359471694,3.31168737758665,3.37610533396581,3.56715963463051,3.676283135773,
"International tourism, expenditures (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606000000,638000000,554000000,601000000,579000000,544000000,560000000,647000000,805000000,937000000,1019000000,1058000000,1261000000,1610000000,1456000000,1377000000,1315000000,1081000000,1081000000,1149000000,1051000000,1126000000,
"International tourism, expenditures for travel items (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000000,604000000,518000000,561000000,542000000,511000000,528000000,608000000,753000000,868000000,950000000,974000000,1144000000,1357000000,1278000000,1214000000,1143000000,932000000,939000000,991000000,912000000,948000000,
"International tourism, receipts for travel items (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084000000,1240000000,1181000000,1088000000,958000000,961000000,1001000000,1086000000,1342000000,1624000000,1795000000,1960000000,2283000000,2696000000,2520000000,2540000000,2755000000,2570000000,2712000000,2735000000,2327000000,2427000000,
"International tourism, expenditures for passenger transport items (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31000000,34000000,36000000,40000000,37000000,33000000,32000000,39000000,52000000,69000000,69000000,84000000,117000000,253000000,178000000,163000000,172000000,149000000,142000000,158000000,139000000,178000000,
"International tourism, receipts for passenger transport items (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000000,40000000,44000000,47000000,53000000,55000000,58000000,66000000,85000000,101000000,99000000,114000000,182000000,258000000,215000000,181000000,198000000,167000000,188000000,209000000,194000000,200000000,
"International tourism, receipts (% of total exports)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.678711200381,13.0196413495672,12.4666707374163,10.8009858873462,10.1370659661296,9.53990610328638,9.41500711237553,9.04330897187311,9.1232242638127,8.86142275921588,8.58933543758446,7.93965077049968,7.46302558612016,7.98398616951797,9.48077366779235,8.82211021170569,8.17775687181845,8.07968695937352,8.08435990883256,7.77746297362697,7.60205167335949,7.56159793478514,
"International tourism, receipts (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128000000,1280000000,1225000000,1135000000,1011000000,1016000000,1059000000,1152000000,1427000000,1725000000,1894000000,2074000000,2465000000,2954000000,2735000000,2721000000,2953000000,2737000000,2900000000,2944000000,2521000000,2627000000,
"International tourism, number of departures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965000,2055000,2127000,2114000,2800000,2660000,2680000,2496000,2459000,2586000,2874000,2722000,2474000,2612000,2642000,2867000,2853000,
"International tourism, number of arrivals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732000,832000,974000,977000,884000,1090000,1219000,1302000,1373000,1499000,1555000,1617000,1751000,1958000,1824000,1869000,2037000,2156000,2259000,2411000,2707000,3032000,
Unmet need for contraception (% of married women ages 15-49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,
Urban population (% of total),28.204,29.107,29.934,30.776,31.631,32.497,33.376,34.266,35.169,36.081,37.004,37.972,39.058,40.153,41.259,42.374,43.499,44.627,45.762,46.901,48.045,48.941,49.102,49.263,49.424,49.584,49.746,49.907,50.068,50.229,50.39,50.517,50.543,50.569,50.596,50.622,50.649,50.675,50.701,50.728,50.754,50.78,50.857,51.082,51.308,51.533,51.758,51.983,52.209,52.433,52.658,52.883,53.108,53.332,53.557,53.781,54.02,54.273
Urban population,446954,464004,480036,497639,516254,535928,557347,578934,599472,618383,638279,660081,684387,709382,732814,760012,791790,822198,852339,882958,913487,933075,938012,946993,954948,962743,977988,993038,998955,1002747,1006873,1010052,1009090,1007206,1006579,1007313,1007220,1006383,1004706,1005959,1009459,1011568,1014358,1019460,1024627,1030904,1038715,1049080,1055309,1069460,1078743,1085605,1092516,1098614,1104335,1109788,1115536,1121686
Urban population growth (annual %),4.20715984681641,3.74374918380087,3.39679282108248,3.6013813469926,3.67239778697417,3.74009312604862,3.91882025172588,3.80004552313872,3.48607863504619,3.1058738808966,3.16674852326596,3.35870629323581,3.61609923348951,3.58706213647725,3.24977495184291,3.64423046484891,4.09619825109877,3.76850368222477,3.60030930544451,3.5293299336702,3.39915103832608,2.12164387316126,0.527715863270047,0.952895929393052,0.836518734118546,0.812961309336156,1.57108981910482,1.52715311672114,0.594080140084797,0.378878028411172,0.410625471231867,0.315232607312504,-0.095288005775694,-0.186877377953782,-0.062270800533392,0.072893683722947,-0.009232909072827,-0.083134565076307,-0.166775352925788,0.124635397960449,0.347322840072504,0.208705847624412,0.27542978013819,0.501717528541028,0.505556857920171,0.610744329465034,0.754828505825282,0.992921733830878,0.592002542509754,1.33202331472936,0.86426262161683,0.63409608733312,0.634585791340172,0.556609214761085,0.519395851776562,0.492566223748192,0.516600080108571,0.549790364237538
Rural population (% of total population),71.796,70.893,70.066,69.224,68.369,67.503,66.624,65.734,64.831,63.919,62.996,62.028,60.942,59.847,58.741,57.626,56.501,55.373,54.238,53.099,51.955,51.059,50.898,50.737,50.576,50.416,50.254,50.093,49.932,49.771,49.61,49.483,49.457,49.431,49.404,49.378,49.351,49.325,49.299,49.272,49.246,49.22,49.143,48.918,48.692,48.467,48.242,48.017,47.791,47.567,47.342,47.117,46.892,46.668,46.443,46.219,45.98,45.727
Rural population growth (annual %),-0.367238816776191,-0.673667486949762,-0.57806296548266,-0.381730733343974,-0.310667074011735,-0.235791184714199,-0.06056276832955,-0.176686120511271,-0.498270627240337,-0.870963646033821,-0.813806589627816,-0.77215324428632,-0.96995308693648,-0.991085964837837,-1.33266564456723,-0.938815795397312,-0.495629589950844,-0.808346334119827,-0.98208619566203,-1.05163045949616,-1.18876210024291,-1.46559674730882,-0.116560072977495,0.308679936009693,0.192365467553435,0.172996979913565,0.923095679916427,0.882954110698128,-0.049875087525011,-0.265045925057386,-0.233362928667585,-0.192965553789114,-0.199212423321133,-0.290880086311401,-0.170376842318923,-0.031036576090578,-0.11721175883057,-0.187151281486132,-0.270892618286664,0.016683648885761,0.243285246074664,0.104696130602699,-0.032642003203129,-0.398580605315863,-0.399044384315627,-0.289914232994981,-0.146254160432993,0.091782196671746,-0.313687404163323,0.434043164286352,-0.038040276761016,-0.268652224120364,-0.26865024923792,-0.343098039454209,-0.384995868934873,-0.408290249866277,-0.445239377449271,-0.469131554048892
Rural population,1137766,1130127,1123613,1119332,1115860,1113232,1112558,1110594,1105074,1095491,1086612,1078254,1067846,1057315,1043318,1033569,1028459,1020179,1010209,999641,987828,973456,972322,975328,977206,978898,987976,996738,996241,993604,991288,989377,987408,984540,982864,982559,981408,979573,976923,977086,979466,980492,980172,976273,972385,969570,968153,969042,966007,970209,969840,967238,964643,961339,957645,953743,949506,945062
Completeness of death registration with cause-of-death information (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,98.7,,,,,100,,,,,,,100,100,,,,,,,
Completeness of birth registration (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,
"Completeness of birth registration, urban (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Completeness of birth registration, rural (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Completeness of birth registration, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Completeness of birth registration, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Population, male (% of total)",47.9042976677583,47.8914287324896,47.867051227516,47.845813558692,47.8477230534556,47.8850402592302,47.9642100812507,48.0768318190612,48.2034292497683,48.3185904697631,48.4027757812725,48.4525365031768,48.4734351161251,48.4693068971103,48.4472834195165,48.4133419410372,48.3649671538654,48.303850741566,48.2466286675336,48.2134337354044,48.2176891647289,48.2655034639335,48.3489365910617,48.4479048685723,48.5353084162633,48.5931589429645,48.6178500614402,48.6158354569724,48.594950851777,48.5656724981358,48.5368648263949,48.5067591157046,48.4752265133425,48.4507480112676,48.4445264026122,48.4639958703789,48.5166599547208,48.5977556847335,48.6908318997173,48.7699591813743,48.8191835340964,48.8289799794,48.8077012060797,48.7775067271067,48.7719132623726,48.8123665956847,48.9074237097988,49.0459120377682,49.2041405928554,49.3506270189272,49.4625369896986,49.5343168885307,49.5727026701715,49.5884564527589,49.5974850967354,49.6113094982762,49.631929003879,49.655573280102
"Population, male",759149,763452,767619,773653,780929,789701,800957,812272,821650,828120,834895,842267,849368,856306,860488,868333,880363,889939,898617,907666,916770,920197,923626,931324,937777,943505,955809,967346,969565,969541,969845,969858,967807,965016,963776,964371,964816,965130,964872,967130,970977,972703,973484,973469,973981,976479,981507,989806,994571,1006589,1013281,1016862,1019789,1021499,1022690,1023745,1024920,1026256
"Population, female (% of total)",52.0957023322417,52.1085712675104,52.132948772484,52.154186441308,52.1522769465444,52.1149597407698,52.0357899187493,51.9231681809388,51.7965707502317,51.6814095302369,51.5972242187275,51.5474634968232,51.5265648838749,51.5306931028897,51.5527165804835,51.5866580589628,51.6350328461346,51.696149258434,51.7533713324664,51.7865662645956,51.7823108352711,51.7344965360665,51.6510634089383,51.5520951314277,51.4646915837367,51.4068410570356,51.3821499385598,51.3841645430276,51.405049148223,51.4343275018642,51.4631351736051,51.4932408842954,51.5247734866575,51.5492519887324,51.5554735973878,51.5360041296211,51.4833400452792,51.4022443152665,51.3091681002827,51.2300408186257,51.1808164659036,51.1710200206,51.1922987939203,51.2224932728933,51.2280867376274,51.1876334043153,51.0925762902012,50.9540879622318,50.7958594071446,50.6493729810728,50.5374630103014,50.4656831114693,50.4272973298285,50.4115435472411,50.4025149032646,50.3886905017238,50.368070996121,50.344426719898
